Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
1478,2322,57010,One Change,"Increase the wages for pca's,",Incentives/Growth,Negative,6,0,3
3268,902,71664,Unique / Unusual,"The Uniqueness comes from the fact that everyone cares about one another as family. Helping each other and striving for the same goal, to give all patients the same quality compassionate care",Co-Workers/Teamwork,Positive,3,2,2
3287,1927,76375,One Change,I think communication. Sometimes we need to have a better way of getting information distributed.,Communication/Support,Negative,4,0,3
4105,3392,71594,Unique / Unusual,"I am impressed daily by the care proved to patients. You can not compare the team I work with ,from office staff to HHA and our clinical supervisors are always supportive and quick to assist in any situation. When I walk into the office, itâ€™s a feeling of going home. There is sense of family that far exceeds a typical workplace environment. ",Inspiring Work/Place; Quality,Positive,7,2,2
2180,6609,71750,Unique / Unusual,"Work schedule that works around my son's court scheduling to have him.
My team communicates very well.
You don't have to be a super star to be recognized for your hard work.",Staffing and Scheduling,Positive,12,2,3
5048,6903,57170,One Change,"one System for all clinical work, medications, nurse notes etc. The tablets in the dining room ",Supplies/Systems,Negative,13,0,2
3900,2162,57392,Unique / Unusual,"el respeto a las personas  es impresionante no importando  raza color o sexo  especialmente  nuestra manager CAROL The co-worker politics sometimes can distract the mission, less politics!",Employee relations,Positive,5,2,3
3808,6897,56891,One Change,Better technology and better computer/ healthcare systems. ,Supplies/Systems,Negative,13,0,2
3601,5182,93431,Unique / Unusual,"Forward thinking, alway seeking strategies to be better not just to make more money. You pull from your staff for their strengths, utilizing us as resources adds to a feeling of being seen and recognized. ",Management Reliability/Integrity,Positive,9,2,3
2623,2160,56649,One Change,"Stop the rumors & gossip being passed to others as fact. ethical, honest and open communication",Employee relations,Negative,5,0,3
3561,1640,93708,Unique / Unusual,"Everyone I work with; they are respectful, caring and teamplayers.  Does not matter what unit I am working on it is the same across the board.  I really enjoy working here with all these wonderful people.",Co-Workers/Teamwork,Positive,3,2,2
4548,6983,93118,One Change,Difficulty with technological failures can be really frustrating when expected to be highly productive. update basic medical equipment like wheelchairs shower chairs,Supplies/Systems,Negative,13,0,2
1227,3482,74702,Unique / Unusual,We operate as a family. We treat our residents as family. We reach out to the family members of the residents and support them. That's why it's a good place to work. ,Inspiring Work/Place; Quality,Positive,7,2,2
282,5077,91950,One Change,"They don't seem to know what they want in their documentation. Ex: Documentation training states, a daily encounter note should be 2-3 sentences long, however you will fail the audit process unless those 2-3 sentences are a run-on paragraph each. There are other examples of this inconsistency.",Management Reliability/Integrity,Negative,9,0,3
1813,2187,92190,Unique / Unusual,Truly supports LGBTQ + outreach  People should look beyond skin color.,Employee relations,Positive,5,2,3
1016,312,94386,Unique / Unusual,As a part time employee I appreciate the opportunity to accrue PTO The one thing that this company could change or make better is the fact that there is no bereavement pay for employees that have experienced the death of a immediate family member. In order to be able to take time off during the unexpected death of a family member employees must either use accumulated PTO time or just take time off without pay. It takes employees a long time to accumulate PTO time and if they already have plans in the near future for that accumulated PTO it makes it very difficult for them to take PTO pay time for the situation.,Balancing Personal/Productivity (including time off),Positive,1,2,3
4980,4219,80697,One Change,Pay for my CEUs It values its employees and does many things to to celebrate them at the same time we invest a lot of time and money into education our team members so they can be the best they can be. ,Learning & Development,Negative,8,0,3
2262,1659,94283,Unique / Unusual,The people,Co-Workers/Teamwork,Positive,3,2,2
2947,6177,92212,One Change,Nothing yet.,No answer/Nothing,No answer/Nothing,10,1,3
2809,4559,74098,One Change,New Management,Management Reliability/Integrity,Negative,9,0,3
1070,6190,92672,Unique / Unusual,No.,No answer/Nothing,No answer/Nothing,10,1,3
4845,4643,74593,One Change,Stop being so money hungry. This is a assisted living facility not a nursing home. Better assessment for future residents. Caregivers should be paid more this establishment does not care for our well being. ,Management Reliability/Integrity,Negative,9,0,3
3281,306,93611,One Change,"I would change that at times the caseload is small.  be more personable. Celebrate the holidays more,be more decorative and festive and try to make it more inviting to family members",Balancing Personal/Productivity (including time off),Negative,1,0,3
2902,6898,56902,Unique / Unusual,I am given the freedom to come and go to campuses as needed.  I am also able to purchase needed supplies for campuses as needed without being micromanaged I am given the freedom to come and go to campuses as needed.  I am also able to purchase needed supplies for campuses as needed without being micromanaged,Supplies/Systems,Positive,13,2,2
3281,306,93611,One Change,"I would change that at times the caseload is small.  Accruing vacation/time off is terrible. I have worked at many other facilities here in northern Colorado and this by far is the worst. Healthcare workers go home emotionally and mentally drained each night as we are caregivers to a needy and sometimes demanding clientele. This takes a toll over time and with limited time off, it affects us as people and as employees...my 2 cents.",Balancing Personal/Productivity (including time off),Negative,1,0,3
2242,2868,91655,One Change,Better pay,Incentives/Growth,Negative,6,0,3
1898,3460,74525,One Change,"Less chores for resident assistant, more time spent with resident. ",Inspiring Work/Place; Quality,Negative,7,0,3
840,2367,57446,One Change,better pay. ,Incentives/Growth,Negative,6,0,3
5102,4599,74410,Unique / Unusual,The welcoming spirit and accessible to the execs,Management Reliability/Integrity,Positive,9,2,3
1081,103,75329,One Change,"More appreciation for the hard work we do. The company practice and focus on the theme ""We Care"". Under this theme, the company shows us appreciation by throwing us a yearly holiday party. ",Appreciation/Recognition,Negative,0,0,3
4530,3237,56927,Unique / Unusual,"Country Meadows not only cares about their residents, but genuinely cares about their employees as well.  They offer great benefits and a warm, welcoming work environment.  I plan to stay with the company for an extensive period of time and also have encouraged others to join our team.",Inspiring Work/Place; Quality,Positive,7,2,3
3852,4178,74390,Unique / Unusual,Opportunities for growth and personal development.  Thorough documentation training so we all will be on the same page,Learning & Development,Positive,8,2,3
2902,6898,56902,Unique / Unusual,I am given the freedom to come and go to campuses as needed.  I am also able to purchase needed supplies for campuses as needed without being micromanaged Not using paper time sheets but allowing us to put our time on our iPads.,Supplies/Systems,Positive,13,2,2
730,633,92776,One Change,Enlarge the parking lot.,Benefits,Negative,2,0,3
4552,2983,93206,One Change,"Annual raises, even if it's only 1 or 2%, something in line with the rise in the cost of living annually.",Incentives/Growth,Negative,6,0,3
2272,1298,83497,Unique / Unusual,Faith in God,Co-Workers/Teamwork,Positive,3,2,3
3765,186,93105,Unique / Unusual,It's a high energy and highly rewarding work place I have never worked at a place that appreciates their employees as much as Benton House. I feel we are always rewarded for for the work we do. ,Appreciation/Recognition,Positive,0,2,3
5084,870,57735,Unique / Unusual,Makes you feel welcome ,Co-Workers/Teamwork,Positive,3,2,3
5065,6672,74950,One Change,A way to be fully staffed and have a set up break system ,Staffing and Scheduling,Negative,12,0,3
4064,5767,75431,One Change,"nothing
",No answer/Nothing,No answer/Nothing,10,1,3
4173,4171,57694,One Change,"The training and education of the PCA's, communication between employees",Learning & Development,Negative,8,0,3
2366,6952,84547,One Change,Need equipment to be able to lift residents We have excellent equipment and supplies to help do our job.  Bonuses and gift cards are often given to employees who go over and above.,Supplies/Systems,Negative,13,0,2
3412,6485,74581,One Change,To be able to wear more comfortable scrubs and/or ones we want like the fun prints of different themes or animals. To me I think it would make our clients more cheerful and happy to see all the different prints that we could wear through out the years.  transportation,Other,Negative,11,0,3
1615,1469,92405,Unique / Unusual,I feel welcome all the time like I am at home.,Co-Workers/Teamwork,Positive,3,2,3
3995,603,92050,Unique / Unusual,We have a great tuition reimbursement program. I have never worked for a company that invested so much into their employees and helped them achieve their goals. ,Benefits,Positive,2,2,3
256,142,88455,Unique / Unusual,"In this community there are a lot of special events that make the residents happy which make them appreciate the work we do more If I could change anything, it would be recognizition. As an employee I also do other additional jobs that the mangers donâ€™t necessarily want to do, on top of my position that I still have to maintain. ",Appreciation/Recognition,Positive,0,2,3
609,219,56475,One Change,Better choices for taking time off  Weekends off and pay rates.,Balancing Personal/Productivity (including time off),Negative,1,0,3
747,1647,93763,Unique / Unusual,My co-workers and positive work environment,Co-Workers/Teamwork,Positive,3,2,3
4226,5351,56793,One Change,none,No answer/Nothing,No answer/Nothing,10,1,3
5002,2161,56989,One Change,"The co-worker politics sometimes can distract the mission, less politics! ethical, honest and open communication",Employee relations,Negative,5,0,3
683,192,93439,Unique / Unusual,"They make their staff know how much they are appreciated. The management staff send hand written thank you cards to the staff throughout the week to recognize all the staff's hard work and when they go above and beyond for others. They have impromptu ice cream days, pizza parties, coffee and donuts, etc for all the staff. You will see the upper management on the floor helping answer call lights and helping pass trays for meals.",Appreciation/Recognition,Positive,0,2,3
2275,5190,93467,One Change,"Because we have gone through so many transitions in past number of years, I am beginning to feel a sense of mission drift.  Some of it has to do with the effort needed for our new partnerships (CLS), but I am also feeling this way due to the ""blurring of the lines"" that feels like a dismantling of the identity we have lived with so long as CLC ""legacy Communities"".  I would like to see a greater respect for the work and reputation of these communities and additional focus on strengthening the partnership between these ""Legacy Communities"" as they represent something rich and unique that sets CLC apart in this industry.",Management Reliability/Integrity,Negative,9,0,3
3316,1713,56678,One Change,Better communication.,Communication/Support,Negative,4,0,3
1965,1461,92239,Unique / Unusual,Feeling close and comfortable around co-workers. ,Co-Workers/Teamwork,Positive,3,2,3
135,4089,93685,Unique / Unusual,I am not working under stress,Inspiring Work/Place; Quality,Positive,7,2,3
2179,3660,79708,Unique / Unusual,The connection I have with the residents is like none I've had with anyone before. Some of these people are some of the best friends I've ever had. I feel like I have 30 adoptive grandparents and I would do anything for these people.,Inspiring Work/Place; Quality,Positive,7,2,3
4492,1958,83548,One Change,The office in columbia needs to learn how to communicate with eachother about who is scheduled to work with one client! I have showed up to SEVERAL shifts expecting to work when someone else is already there! Itâ€™s inconvient and unfair to me! It happens extremely often and I am getting tired of it! I was my time and gas trying to get to work with no notification of any changes and all I get is a â€œsorryâ€ and â€œ9$ for show up payâ€ which doesnâ€™t compare to what I shouldâ€™ve been paid if I had worked that shift like I was suppose to!!,Communication/Support,Negative,4,0,3
2037,1710,56630,One Change,I WOULD CHANGE THE LEVEL OF COMMUNICATION BETWEEN MANAGEMENT AND FRONT LINE EMPLOYEES. THE LACK OF COMMUNICATION IS OFTEN VERY FRUSTRATING,Communication/Support,Negative,4,0,3
4026,6919,74268,One Change,Computerized timesheets.,Supplies/Systems,Negative,13,0,2
3274,6958,88592,One Change,Supplies easier to access.  The one thing I would change is having a PCA cart that can be used during rounds with supplies used to comfort the residents needs and clean up their facilities. ,Supplies/Systems,Negative,13,0,2
1973,222,56598,One Change,Increased pay rate.  Increased PTO accrual as service time increases. The rotating days. And I would have every other weekend off,Balancing Personal/Productivity (including time off),Negative,1,0,3
2174,658,93421,One Change,Gym/Exercise reimbursement,Benefits,Negative,2,0,3
4706,4071,93558,One Change,Much respects and love for elders ,Inspiring Work/Place; Quality,Negative,7,0,3
2256,6435,56502,Unique / Unusual,It can be a fun place to work you can sing with the residents and get to know them  Close to home. The convenience to go to the market within the facility to get lunch. ,Other,Positive,11,2,3
4906,1648,93764,Unique / Unusual,This is a really great place to work.  We are all family.,Co-Workers/Teamwork,Positive,3,2,3
2732,1674,94363,Unique / Unusual,The team work between all staffing members is remarkable. Everyone is ready to help if and when needed!,Co-Workers/Teamwork,Positive,3,2,3
4603,1122,75210,Unique / Unusual,Everybody works together to make this a better place for our residences and staff.,Co-Workers/Teamwork,Positive,3,2,3
4936,5732,75267,One Change,None,No answer/Nothing,No answer/Nothing,10,1,3
907,6611,74145,One Change,Have more perdiem staff to work weekend so our full time staff could work weekend less frequently.  ,Staffing and Scheduling,Negative,12,0,3
2566,6482,71725,One Change,"A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area. transportation",Other,Negative,11,0,3
3925,4423,57207,One Change,"although there are several things that can be worked on and would make a big impact, I would have to say the one thing that bothers me the most is the rules bend in order to benefit some. We get a rule that is good from our Director of Wellness and management that is under her changes it to what they want. If there is a rule stick with it and be consistence. If we are all on the same page less mistakes are made. ",Management Reliability/Integrity,Negative,9,0,3
3760,5644,74758,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,3
1238,2177,79577,Unique / Unusual,"ethical, honest and open communication Truly supports LGBTQ + outreach ",Employee relations,Positive,5,2,3
977,4579,74295,Unique / Unusual,The administrator is very approachable than anybody else.,Management Reliability/Integrity,Positive,9,2,3
3667,4279,93107,One Change,Mentoring and constant training of the employees for other available Career opportunities. More mentoring opportunities and in person learning opportunities.,Learning & Development,Negative,8,0,3
2049,3322,57583,Unique / Unusual,"Good, Energetic Vibe on Campus. Employees go above and beyond on a daily basis to make this community somewhere the residents enjoy living.",Inspiring Work/Place; Quality,Positive,7,2,3
3887,6116,91730,Unique / Unusual,I love this place this is a great place to work.,No answer/Nothing,No answer/Nothing,10,1,3
2318,550,87485,Unique / Unusual,Bonuses and Matching 401k,Benefits,Positive,2,2,3
518,2186,92068,Unique / Unusual,No apparent systemic discrimination against race or gender of the people in my clinic!  Everyone is so nice!,Employee relations,Positive,5,2,3
1178,220,56510,One Change,"Certain days of the year, before or after a major holiday, close at noon, if we have to be open.  Usually we are open and there is 10 people in the building working...
",Balancing Personal/Productivity (including time off),Negative,1,0,3
3944,6387,94295,One Change,Just started working here so nothing at this time ,No answer/Nothing,No answer/Nothing,10,1,3
4787,2456,71694,One Change,Higher wages,Incentives/Growth,Negative,6,0,3
3472,1245,79759,Unique / Unusual,Everyone is very helpful towards each other and we work well as a team,Co-Workers/Teamwork,Positive,3,2,3
5200,189,93152,Unique / Unusual,the residents appreciation Opportunities need to be given to in house employees first before being offered to outside candidates. ,Appreciation/Recognition,Positive,0,2,3
2446,2792,87317,One Change,Pay,Incentives/Growth,Negative,6,0,3
4027,2675,75622,One Change,Higher salary and communication,Incentives/Growth,Negative,6,0,3
3451,762,56845,One Change,"Better, longer-lasting front-line co-workers. ",Co-Workers/Teamwork,Negative,3,0,3
3605,806,57358,One Change,"If all the units ran the exact same way, and all the DRNS had the same expectations. This would avoid confusion/frustration when LPNs are pulled to a different unit than they usually work. We would know exactly what is expected of us, and exactly what our responsibilities are, and would not feel like one DRN is taking advantage of certain people. ",Co-Workers/Teamwork,Negative,3,0,3
1395,5177,93419,One Change,Better .managment in the kit chen,Management Reliability/Integrity,Negative,9,0,3
1696,112,76238,Unique / Unusual,The way we are appreciated and rewarded for our work.  The family feel - how much you feel welcome and appreciated,Appreciation/Recognition,Positive,0,2,3
2585,2584,74879,One Change,"More competitive wages, mainly for care staff",Incentives/Growth,Negative,6,0,3
2514,6596,57804,One Change,"We need to improve on the amount of staffing that we have.  Most of the time, I feel that were given way too many residents that we cannot provide the best care for them.  Having agency here did not help, since most of them would call out or don't even show up.  The assignments are not divided fairly among the amount of CNAs that are there for the day.  Management don't really pay attention to the concerns that the employees have.  When the CNAs bring up the concerns to the ED or DON, ",Staffing and Scheduling,Negative,12,0,3
2240,1677,94379,One Change,Relationships between staff and management.,Co-Workers/Teamwork,Negative,3,0,3
3091,3713,80740,One Change,More continuity of care for staff and guests. ,Inspiring Work/Place; Quality,Negative,7,0,3
583,5323,56627,One Change,None,No answer/Nothing,No answer/Nothing,10,1,3
3909,285,91986,Unique / Unusual,it is unfortunate that my facility is having issues with state.  I am having to travel and use my PTO to reach my hours.  It is frustrating as this has been a long process.  Weekends off and pay rates.,Balancing Personal/Productivity (including time off),Negative,1,0,3
1473,3221,56824,Unique / Unusual,"I love working with the residents, and communicating with them about their lives.  The benefits are great.",Inspiring Work/Place; Quality,Positive,7,2,3
3543,4550,71741,Unique / Unusual,IHC understands the importance of employees happiness and sense of value from employers. ,Management Reliability/Integrity,Positive,9,2,3
2356,2910,92005,One Change,Pay,Incentives/Growth,Negative,6,0,3
1212,1924,76345,One Change,Provide design input for specific areas of work when designing new buildings. ,Communication/Support,Negative,4,0,3
1275,2526,74472,One Change,The only thing I would change is the pay.  I feel like the pay should start higher especially for managers. ,Incentives/Growth,Negative,6,0,3
1018,4210,76134,Unique / Unusual,The continuing education provided to ensure our skills are effective for our clients.  The unique thing about CM is they offer higher learning opportunities. ,Learning & Development,Positive,8,2,3
4149,4750,75272,One Change,"That our Administrator and Marketing team/DON who go out and Assess people make better judgement on whom they bring in the facility remembering we are ""Assisted Living"". So when they bring in someone who is very difficult to care for it takes away from the care we are giving to the other people who are already living there. It's often difficult to spend one on one time with residents because there is so much going on at one time, so many uncooperative, Angry, Pychiatric Patients that are too difficult to maintain with the amount of staff we have.",Management Reliability/Integrity,Negative,9,0,3
5082,206,94311,One Change,"do something spechle like enployey of the month so everyone has a time to shine The appreciation ,good organization",Appreciation/Recognition,Negative,0,0,3
3888,54,57661,Unique / Unusual,"Great co-worker rewards - could use more on night shift though! I truly feel coworkers are valued and recognized for their
contributions.  There is an environment of civility and fairness
that allows coworkers to feel comfortable and secure in the workplace.",Appreciation/Recognition,Positive,0,2,3
1781,4174,58623,One Change,Increased training opportunities in the beginning to setup for success. ,Learning & Development,Negative,8,0,3
2900,6469,93296,Unique / Unusual,"Unique because it ' s close to

Unique because it's close to my house. transportation",Other,Positive,11,2,3
2789,6933,75211,One Change,Get your employed what they need   So they can get a job done  Not using paper time sheets but allowing us to put our time on our iPads.,Supplies/Systems,Negative,13,0,2
2070,2175,76161,One Change,The way that they treat new hires favoritism fairness scheduling racism and the hearsay of abuse Fire all of the shitty as fuck managers that pick fights with the caregivers! ,Employee relations,Negative,5,0,3
4515,3142,56443,Unique / Unusual,The pet-friendly aspect is wonderful for residents as well as staff.,Inspiring Work/Place; Quality,Positive,7,2,3
1426,1444,92035,Unique / Unusual,You are treated like family ,Co-Workers/Teamwork,Positive,3,2,3
1016,312,94386,Unique / Unusual,As a part time employee I appreciate the opportunity to accrue PTO The rotating days. And I would have every other weekend off,Balancing Personal/Productivity (including time off),Positive,1,2,3
46,4016,93185,Unique / Unusual,very safe and very friendly,Inspiring Work/Place; Quality,Positive,7,2,3
4444,3020,93531,One Change,I will like my days to be fair I work 6 day straight in exhausted and for the pay its too low and you need to hire more people to be full staff and fair vacation and days off we all have family who we want to spend time with,Incentives/Growth,Negative,6,0,3
275,6836,93119,One Change,Improved communication and scheduling when working between buildings in different towns/cities.  I would like to see the therapy team be more of an integral part of the hiring process for optimal selection of the most appropriate candidate.  This will improve job satisfaction for the new employee as well as current employees.  ,Staffing and Scheduling,Negative,12,0,3
2878,243,74598,One Change,Work every other weekend  would be good. U only get  one weekend off. U don't have time for  your family. Weekends off and pay rates.,Balancing Personal/Productivity (including time off),Negative,1,0,3
281,1025,74640,Unique / Unusual,Flexibility and Integrity,Co-Workers/Teamwork,Positive,3,2,3
455,295,92870,One Change,"Work load balance ... expectation is beyond what fits into a normal business day and normal work week  More time off. I feel that we don't accrue PTO at a rate even close to competitive with other companies. With a job so rigorously strict about productivity, I feel it is greatly beneficial to have enough time off to decompress. 1.67 hours of PTO accrued PER 2 week pay-period just isn't enough for most people, even at the 1 year mark when it becomes 3.3 hours per pay-period, is still not enough.

I also believe that more of a company-contribution to continuing education would be greatly beneficial for professional development. $500 per year is also less than what our competitors offer.",Balancing Personal/Productivity (including time off),Negative,1,0,3
2923,4407,56958,One Change,"Sometimes management can be a little unclear about schedule changes, switches, etc.",Management Reliability/Integrity,Negative,9,0,3
683,192,93439,Unique / Unusual,"They make their staff know how much they are appreciated. The management staff send hand written thank you cards to the staff throughout the week to recognize all the staff's hard work and when they go above and beyond for others. They have impromptu ice cream days, pizza parties, coffee and donuts, etc for all the staff. You will see the upper management on the floor helping answer call lights and helping pass trays for meals. You are usually greeted by your name , ",Appreciation/Recognition,Positive,0,2,3
2269,979,74423,Unique / Unusual,"My second shift co-workers, are the best to work with & ive worked all shifts! They are the most helpful and understanding ",Co-Workers/Teamwork,Positive,3,2,3
2377,6948,80855,One Change,Supplies Complete use of advanced technology for documentation and record keeping.,Supplies/Systems,Negative,13,0,2
2421,3340,57651,Unique / Unusual,LOVE FOR THE RESIDENTS,Inspiring Work/Place; Quality,Positive,7,2,3
1108,5623,74653,Unique / Unusual,"Nothing specific, it's just a great place to work. The staff are amazing.",No answer/Nothing,No answer/Nothing,10,1,3
1803,2835,89203,One Change,Give everyone a living wage.,Incentives/Growth,Negative,6,0,3
1666,1381,89129,Unique / Unusual,The Family Atmosphere.,Co-Workers/Teamwork,Positive,3,2,3
2138,3794,88546,Unique / Unusual,Great location,Inspiring Work/Place; Quality,Positive,7,2,3
1791,3163,56591,Unique / Unusual,the connections with the residents.,Inspiring Work/Place; Quality,Positive,7,2,3
2246,4130,94370,Unique / Unusual,I feel happy working with the resident's.,Inspiring Work/Place; Quality,Positive,7,2,3
2172,4557,74094,One Change,management,Management Reliability/Integrity,Negative,9,0,3
2236,4190,74997,One Change,"More training sessions for personnel inside company to gain deeper skill level(s).  This, in my opinion, would make better team players. Training on computer programs needed to do everyday tasks.",Learning & Development,Negative,8,0,3
1391,1102,75093,Unique / Unusual,The people ,Co-Workers/Teamwork,Positive,3,2,3
4024,1834,74380,One Change,Communication,Communication/Support,Negative,4,0,3
3039,4420,57149,Unique / Unusual,"The owner of the company goes out of his way to go to campuses and get to know coworkers , which is really impressive and shows how much he cares. This company shows that they care about their coworkers and goes out of there way to give great benefits to coworkers.",Management Reliability/Integrity,Positive,9,2,3
167,6947,80830,One Change,Better stock of OTC meds and wound care supplies Reduce the duplication of documentation that is built into the documentation software. Like lots of places documentation guidelines     are provided and it takes time to meet all the guidelines.,Supplies/Systems,Negative,13,0,3
4280,6063,88441,One Change,Keep uo the good work,No answer/Nothing,No answer/Nothing,10,1,3
4621,616,92237,Unique / Unusual,"Great benefits.
Great management",Benefits,Positive,2,2,3
2109,1325,87186,Unique / Unusual,"People are always genuine, caring, professional and they ""walk the talk""",Co-Workers/Teamwork,Positive,3,2,3
2160,1846,74642,Unique / Unusual,"They listen to their employees, willing to try new things but not afraid to be honest when it doesn't work ",Communication/Support,Positive,4,2,3
1471,2536,74521,Unique / Unusual,Excellent opportunities for special recognition. Opportunity to earn quarterly salary increases. ,Incentives/Growth,Positive,6,2,3
2878,243,74598,One Change,"Work every other weekend  would be good. U only get  one weekend off. U don't have time for  your family. be more personable. Celebrate the holidays more,be more decorative and festive and try to make it more inviting to family members",Balancing Personal/Productivity (including time off),Negative,1,0,3
3281,306,93611,One Change,I would change that at times the caseload is small.  Weekend working only when absolutely necessary ,Balancing Personal/Productivity (including time off),Negative,1,0,3
5002,2161,56989,One Change,"The co-worker politics sometimes can distract the mission, less politics! Fire all of the shitty as fuck managers that pick fights with the caregivers! ",Employee relations,Negative,5,0,3
1894,2885,91769,One Change,Money for continuing ed and licensure. Hours given to regular staff vs prn,Incentives/Growth,Negative,6,0,3
4378,4179,74409,One Change,More hands on training for staff  I wish there were continuing education opportunities for my licensing requirements. I also wish I didn't have to use PTO when I have to take time off to go to continuing education trainings. ,Learning & Development,Negative,8,0,3
4137,260,76325,One Change,More vacation time for department heads,Balancing Personal/Productivity (including time off),Negative,1,0,3
2623,2160,56649,One Change,Stop the rumors & gossip being passed to others as fact. Does not discriminat age.,Employee relations,Negative,5,0,3
4037,2854,91603,One Change,Increase pay. ,Incentives/Growth,Negative,6,0,3
3638,6961,91618,One Change,"Provide my employees all equipments.
Materials to do there work with less headaches.
Codes of work ethics very essential. update basic medical equipment like wheelchairs shower chairs",Supplies/Systems,Negative,13,0,3
2337,2239,56498,One Change,the salary the pcas make an hour.. I feel that we deserve more pay considering the amount of work and the type of job we do that kills our body over time,Incentives/Growth,Negative,6,0,3
2015,958,74282,Unique / Unusual,"When we came here as a part of the Mercy partnership, we were made to feel very welcome and wanted. Everyone has been warm and friendly. Everyone pitches in and works hard together to meet the goals of the agency. The leadership team that I have had contact with are very open and honest, and very willing to pitch in and help.",Co-Workers/Teamwork,Positive,3,2,3
3281,306,93611,One Change,I would change that at times the caseload is small.  To give us certain day off for  2 days of 7 days schedule instead of asking every time you need a day off which is subject for approval.Why canâ€™t we get more than 3 weeks vacation a year please .,Balancing Personal/Productivity (including time off),Negative,1,0,3
3245,4851,76250,Unique / Unusual,Great benefits. Great leadership. Truly care about employees and creating a positive culture. Highly responsive and proactive. Care about making a difference.,Management Reliability/Integrity,Positive,9,2,3
5136,3994,92846,One Change,The company has us do journaling 4-5 times per year toward goals that we set for ourselves.  Which I guess isn't much and maybe they feel it is helpful but I personally do not.,Inspiring Work/Place; Quality,Negative,7,0,3
1079,5816,76145,One Change,Nothing feels like home ,No answer/Nothing,No answer/Nothing,10,1,3
2566,6482,71725,One Change,"A different office location - the building itself is great, but the location is inconvenient and in a less than desirable area. Cooler shirts, both less hot and more fashionable. The button up is a great idea, don't even mind the long sleeves that much. Maybe just a lighter breathable, and less wrinkly fabric. Thank-you.  ",Other,Negative,11,0,3
1414,2421,57808,One Change,better pay,Incentives/Growth,Negative,6,0,3
719,411,74316,One Change,Increasing continuing education reim,Benefits,Negative,2,0,3
4176,5,56293,Unique / Unusual,"When appreciated, us as employees feel more at ease and feel as if we really do make a difference in our residents lives. 
Usually a beautiful place where everyone is always happy and the families love seeing that their loved ones are being well taken care of.",Appreciation/Recognition,Positive,0,2,3
1390,6719,76153,One Change,Separate cleaning crew,Staffing and Scheduling,Negative,12,0,3
5165,3944,92396,Unique / Unusual,Residents are lovely.  ,Inspiring Work/Place; Quality,Positive,7,2,3
1992,1701,56465,One Change,better communication  and regonizing a persons hard work,Communication/Support,Negative,4,0,3
2120,4047,93434,Unique / Unusual,The employee's treat the resident's great and make sure that they are receiving the care they deserve. ,Inspiring Work/Place; Quality,Positive,7,2,3
4299,280,91801,One Change,That essential employees FEEL the same comfort level when requesting time off as those who do not have to be replaced - understanding of course that their request will place a necessary burden on their supervisor. The rotating days. And I would have every other weekend off,Balancing Personal/Productivity (including time off),Negative,1,0,3
54,4598,74408,One Change, Management!! How things are run in our  facility  ,Management Reliability/Integrity,Negative,9,0,3
3512,4287,94341,One Change,"Initial organized training at facility More opportunities for specialized training in dementia care/alzheimers, to better do my job. Through CEU courses, seminars, online training, assistance in getting certified in activities. ",Learning & Development,Negative,8,0,3
5087,1028,74646,Unique / Unusual,My team,Co-Workers/Teamwork,Positive,3,2,3
2085,5707,75127,Unique / Unusual,None,No answer/Nothing,No answer/Nothing,10,1,3
1557,5076,91927,One Change,Management held accountable for their wrong doings,Management Reliability/Integrity,Negative,9,0,3
3223,4649,74651,Unique / Unusual,It has potential to be better but you have administrative staff that donâ€™t take time to know the employees or residents at facilities.,Management Reliability/Integrity,Positive,9,2,3
1701,6639,74561,One Change,Hire better employees on day shift and hire new management ,Staffing and Scheduling,Negative,12,0,3
2110,4318,56435,One Change,"THE NEGATIVITY! If we could get rid of that,  Truthfully, it is both, management & coworkers alike. I work with alot of coworkers who think as i do,and are not so negitive or judgemental..My opinion is that we lead by example.",Management Reliability/Integrity,Negative,9,0,3
3211,3217,56814,Unique / Unusual,I love all the special events provided to the residents. And how we are usually included in them. ,Inspiring Work/Place; Quality,Positive,7,2,3
237,5403,57325,One Change,Nothing,No answer/Nothing,No answer/Nothing,10,1,3
409,6040,87501,One Change,Nothing ,No answer/Nothing,No answer/Nothing,10,1,3
4187,3736,86049,Unique / Unusual,Our Meaningful Moments Program,Inspiring Work/Place; Quality,Positive,7,2,3
4317,5973,83405,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,3
3255,4704,74968,Unique / Unusual,They are focused on care,Management Reliability/Integrity,Positive,9,2,3
3706,3643,76360,Unique / Unusual,Yes the resident is what makes me love my job and that fact that I no longer have grandparents.. I love and care for all residents ,Inspiring Work/Place; Quality,Positive,7,2,3
2163,3741,86544,Unique / Unusual,The HSD and the residents make it a great place to work. ,Inspiring Work/Place; Quality,Positive,7,2,3
1842,3986,92792,Unique / Unusual,"Yes the company has the greatest work atmosphere and environment I have worked around, the staff and residents make our jobs rewarding. They treat us to meals often and make us a part of decisions concerning our job by taking our opinions and input into consideration. The paid time off accruement is more than fair.",Inspiring Work/Place; Quality,Positive,7,2,3
